index,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,native-country,Y
2996,21,Private,132652,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
15640,33,Private,132652,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,United-States,0
5310,17,Self-emp-not-inc,132652,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,0
7194,36,Self-emp-not-inc,132652,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,1
163,31,Local-gov,132652,Prof-school,15,Never-married,Prof-specialty,Unmarried,White,Female,United-States,0
1024,30,Private,132652,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,United-States,0
11099,23,Self-emp-not-inc,132652,HS-grad,9,Married-civ-spouse,Sales,Husband,Black,Male,United-States,0
5679,33,Private,132652,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,0
264,50,Self-emp-inc,132652,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
3929,52,Private,132652,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,0
11556,50,?,132652,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,United-States,0
8577,21,Private,132652,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
3773,24,Private,132652,HS-grad,9,Never-married,Other-service,Own-child,White,Male,United-States,0
8423,31,Private,132652,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,0
2336,34,Private,132652,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,United-States,0
5230,23,Private,132652,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,United-States,0
6318,19,Private,132652,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,United-States,0
701,36,Private,132652,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Male,United-States,0
2050,22,Private,132652,Some-college,10,Divorced,Machine-op-inspct,Unmarried,Black,Female,United-States,0
12560,28,Federal-gov,132652,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,0
9318,20,Private,132652,Bachelors,13,Never-married,?,Not-in-family,White,Male,United-States,0
16899,30,Private,132652,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Male,United-States,0
3961,17,Private,132652,10th,6,Married-civ-spouse,Other-service,Husband,White,Male,United-States,0
4373,19,Private,132652,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,United-States,0
5247,19,Private,132652,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,United-States,0
2383,36,Private,132652,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
14945,50,Private,132652,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,United-States,0
7428,19,Private,132652,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,United-States,0
1886,21,Private,132652,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,United-States,0
16219,17,Private,34572,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,0
9638,27,Private,132652,Masters,14,Never-married,Prof-specialty,Unmarried,White,Male,United-States,0
2273,36,Private,132652,Bachelors,13,Never-married,Exec-managerial,Unmarried,Black,Female,United-States,0
13974,36,Federal-gov,132652,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,0
11506,19,Private,132652,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
12796,50,Self-emp-not-inc,132652,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
1026,33,Private,132652,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,United-States,0
10335,17,?,132652,10th,6,Married-civ-spouse,?,Husband,Black,Male,United-States,0
11000,28,Private,132652,Assoc-voc,11,Widowed,Tech-support,Not-in-family,White,Female,United-States,0
9286,17,Private,132652,Masters,14,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,United-States,0
13172,35,Private,132652,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
5008,24,Private,132652,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
8924,19,Private,132652,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,United-States,0
6641,17,Private,132652,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,1
7962,37,Self-emp-not-inc,132652,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
964,23,Private,132652,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,United-States,0
16022,36,Private,132652,9th,5,Married-civ-spouse,Sales,Husband,White,Male,United-States,1
8371,25,?,132652,Some-college,10,Never-married,?,Unmarried,White,Female,United-States,0
14791,38,Private,24694,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,0
2432,24,Private,132652,HS-grad,9,Never-married,Other-service,Other-relative,Black,Female,United-States,0
5558,50,Self-emp-not-inc,132652,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
14208,50,Private,132652,Some-college,10,Widowed,Exec-managerial,Own-child,White,Female,United-States,0
4473,24,Private,132652,5th-6th,9,Never-married,Craft-repair,Not-in-family,Black,Male,United-States,0
6831,24,?,132652,Bachelors,13,Never-married,?,Unmarried,White,Male,United-States,0
105,50,Private,132652,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,1
2471,52,Private,132652,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
999,34,Federal-gov,132652,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,0
15813,36,Private,132652,Bachelors,15,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,1
14250,36,Private,132652,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,1
4584,19,Private,132652,Some-college,10,Divorced,Craft-repair,Own-child,White,Male,United-States,0
13629,28,Private,132652,7th-8th,4,Separated,Other-service,Unmarried,White,Female,United-States,0
12737,24,Private,132652,HS-grad,9,Widowed,Handlers-cleaners,Unmarried,Black,Female,United-States,0
6235,36,Private,132652,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,1
10269,17,Private,132652,Some-college,10,Never-married,Craft-repair,Husband,White,Male,United-States,0
7429,41,Self-emp-not-inc,132652,Prof-school,15,Never-married,Machine-op-inspct,Not-in-family,White,Male,United-States,0
5598,25,Self-emp-not-inc,132652,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,0
7647,18,Private,132652,Some-college,10,Divorced,Adm-clerical,Own-child,White,Female,United-States,0
10936,30,Private,132652,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
6115,19,Private,132652,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,United-States,0
15682,36,Self-emp-not-inc,132652,Bachelors,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,United-States,0
8907,25,Private,132652,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,United-States,0
5539,26,Self-emp-not-inc,132652,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,0
1602,23,Private,132652,Some-college,10,Divorced,Adm-clerical,Own-child,White,Female,United-States,1
1157,31,Private,132652,Bachelors,13,Never-married,Exec-managerial,Unmarried,White,Female,United-States,0
13951,20,Private,132652,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,United-States,0
7013,37,Private,132652,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
16057,37,Private,132652,Assoc-voc,11,Never-married,Machine-op-inspct,Not-in-family,White,Male,United-States,0
2673,31,Private,132652,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
12572,23,Private,132652,Some-college,10,Divorced,Craft-repair,Not-in-family,Black,Male,United-States,0
1052,18,Local-gov,132652,Assoc-voc,12,Never-married,Protective-serv,Unmarried,White,Female,United-States,0
16550,43,Private,132652,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,United-States,1
7318,24,Private,132652,HS-grad,9,Never-married,?,Unmarried,White,Female,United-States,0
1762,19,Private,132652,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Male,United-States,0
1296,19,Private,132652,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,0
4571,31,Private,132652,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,0
10970,19,Private,132652,HS-grad,9,Divorced,Handlers-cleaners,Own-child,White,Female,United-States,0
6090,21,Private,132652,Some-college,10,Divorced,Adm-clerical,Husband,White,Female,United-States,0
8096,23,Private,132652,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
13231,17,Local-gov,132652,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,United-States,1
5321,36,Private,132652,Masters,14,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,United-States,1
68,23,Self-emp-not-inc,132652,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,0
14487,20,?,132652,Bachelors,13,Never-married,?,Not-in-family,White,Male,United-States,0
2042,23,Private,132652,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,United-States,1
2863,46,Private,132652,HS-grad,9,Divorced,Machine-op-inspct,Other-relative,Black,Male,United-States,0
6741,26,Private,132652,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
10519,33,Private,132652,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,United-States,0
1660,60,Private,132652,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
14030,19,Private,132652,Some-college,10,Widowed,Craft-repair,Own-child,White,Male,United-States,0
11120,33,Private,132652,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,United-States,0
1548,21,Private,132652,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,United-States,0
6508,33,Local-gov,132652,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Male,United-States,0
6654,23,Self-emp-not-inc,132652,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,0
7665,17,?,132652,Bachelors,13,Married-civ-spouse,?,Wife,White,Female,United-States,0
14039,20,State-gov,132652,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,0
3349,23,Private,132652,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,0
9019,19,Private,132652,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
9167,17,Private,132652,11th,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,0
3627,35,Private,132652,5th-6th,3,Widowed,Other-service,Not-in-family,White,Female,United-States,0
11451,36,Private,24694,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
76,25,Private,132652,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,United-States,0
13346,50,Private,132652,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,United-States,1
3845,31,Private,132652,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,United-States,0
1560,42,Private,132652,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
5708,36,Self-emp-inc,132652,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
6255,23,Private,132652,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
6100,27,Private,132652,11th,7,Never-married,Machine-op-inspct,Not-in-family,White,Male,United-States,0
12441,42,Private,132652,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,United-States,0
10091,31,Private,132652,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,United-States,0
15720,19,Private,132652,Some-college,10,Divorced,Sales,Own-child,White,Male,United-States,0
7600,47,Private,132652,Masters,14,Never-married,Prof-specialty,Unmarried,White,Female,United-States,0
10873,18,Private,132652,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,United-States,0
11194,17,Private,132652,11th,7,Never-married,Other-service,Not-in-family,White,Female,United-States,0
13143,19,Private,132652,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,United-States,0
11085,23,Private,132652,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,United-States,0
14477,31,Private,132652,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
10140,32,Private,132652,HS-grad,9,Divorced,Handlers-cleaners,Unmarried,White,Female,United-States,0
5351,23,Private,132652,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,0
9920,17,Private,132652,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,United-States,0
9292,23,Private,132652,Some-college,10,Divorced,Adm-clerical,Own-child,White,Female,United-States,0
16584,19,Private,132652,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,United-States,0
14790,31,Private,132652,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,United-States,0
10249,27,Private,132652,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,United-States,0
13515,23,Private,132652,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,1
11601,37,Self-emp-not-inc,132652,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,0
10103,24,Private,132652,Bachelors,13,Married-civ-spouse,Prof-specialty,Not-in-family,Black,Female,United-States,0
8208,38,Private,132652,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,United-States,0
4714,23,State-gov,132652,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,0
11026,50,Private,132652,Bachelors,13,Never-married,Exec-managerial,Unmarried,White,Male,United-States,1
9502,50,Self-emp-not-inc,132652,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
4793,23,Private,132652,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
2117,50,Self-emp-inc,132652,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
16434,36,Self-emp-inc,132652,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
15866,22,Private,132652,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,0
1908,28,Private,132652,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,0
6240,19,Self-emp-not-inc,132652,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,1
3328,23,Private,132652,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,0
16903,17,Private,132652,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,0
846,36,Private,132652,Prof-school,15,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,1
2781,17,Local-gov,132652,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,0
15331,24,Private,132652,HS-grad,9,Divorced,Craft-repair,Unmarried,Black,Male,United-States,0
6400,37,Self-emp-not-inc,132652,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,0
300,50,Self-emp-not-inc,132652,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
13971,24,Private,132652,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,United-States,0
7268,34,Private,132652,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,United-States,0
10732,33,Private,132652,Some-college,10,Never-married,Sales,Not-in-family,White,Male,United-States,0
2727,50,Private,132652,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
7427,18,Private,132652,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
902,44,Private,132652,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,1
13985,50,Private,132652,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
12339,33,Private,132652,HS-grad,9,Divorced,Sales,Unmarried,White,Female,United-States,0
4970,23,Self-emp-not-inc,132652,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
10830,25,Private,132652,Bachelors,13,Never-married,Other-service,Unmarried,White,Female,United-States,0
2299,27,Local-gov,132652,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Black,Male,United-States,0
8689,19,Private,132652,Some-college,10,Divorced,Other-service,Own-child,White,Female,United-States,0
10302,28,Private,132652,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,0
15325,19,Private,132652,11th,7,Never-married,Machine-op-inspct,Own-child,White,Male,United-States,0
7522,33,Federal-gov,132652,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,0
13102,19,Private,132652,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
2403,31,Private,132652,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,United-States,0
5349,17,Private,132652,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,United-States,1
7233,23,Private,132652,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,United-States,0
355,37,Self-emp-inc,132652,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,United-States,1
16828,37,Private,132652,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,United-States,1
5994,27,Private,132652,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Female,United-States,0
1079,18,Private,132652,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
13138,50,Private,132652,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
228,23,Self-emp-inc,132652,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
6181,36,Private,132652,Prof-school,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,0
860,36,Private,132652,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,United-States,1
15024,50,Federal-gov,132652,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
13090,17,Self-emp-not-inc,132652,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,United-States,0
4640,36,Private,132652,12th,8,Divorced,Craft-repair,Unmarried,White,Male,United-States,0
3502,23,Private,132652,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,0
16933,37,Private,132652,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,United-States,0
3668,28,Private,132652,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,United-States,0
5144,28,Private,132652,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,United-States,0
4331,19,Private,132652,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,United-States,0
8002,50,Private,132652,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,1
11895,36,Private,132652,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,1
11391,19,Private,132652,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,1
6094,29,Private,132652,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,0
9539,23,Private,132652,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,0
14800,33,Private,132652,Some-college,10,Separated,Adm-clerical,Not-in-family,White,Female,United-States,0
297,19,Private,34572,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,United-States,0
16840,39,State-gov,132652,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,0
16292,17,Private,132652,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,United-States,0
14762,23,Private,132652,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,United-States,1
10962,27,Self-emp-not-inc,132652,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,0
16260,26,Private,132652,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
12641,33,Private,132652,HS-grad,9,Separated,Craft-repair,Unmarried,White,Male,United-States,0
2494,33,Private,132652,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,United-States,0
14793,24,Private,132652,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,0
15166,37,Private,132652,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,0
2964,37,Self-emp-not-inc,132652,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,0
4058,30,Private,132652,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,0
7555,21,Self-emp-inc,132652,Some-college,10,Divorced,Adm-clerical,Own-child,White,Female,United-States,0
2880,23,Private,132652,Bachelors,13,Separated,Prof-specialty,Own-child,White,Female,United-States,0
5871,17,Private,132652,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Black,Male,United-States,0
4952,17,Private,132652,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,United-States,1
6013,23,Private,132652,Some-college,10,Divorced,Adm-clerical,Own-child,White,Female,United-States,0
14527,31,Private,132652,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
1935,24,Self-emp-not-inc,132652,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,0
5066,19,Private,132652,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Female,United-States,0
13842,25,Local-gov,132652,Masters,14,Never-married,Sales,Unmarried,White,Male,United-States,0
15289,23,Private,132652,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,0
11509,21,Private,132652,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
15645,23,Private,132652,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,0
8183,18,Private,132652,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
14141,31,Private,132652,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,0
14038,38,Private,132652,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,0
7410,50,Self-emp-not-inc,132652,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
2814,41,Private,132652,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,United-States,0
7319,39,Private,132652,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
14344,31,State-gov,132652,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,0
3920,31,Private,132652,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Female,United-States,0
16929,19,Private,132652,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
972,37,Private,132652,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,United-States,1
6494,31,Private,132652,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
14303,37,Private,132652,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,0
419,17,Self-emp-not-inc,132652,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,0
11429,37,Private,132652,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
8603,33,Private,132652,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,0
11654,43,Private,132652,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,0
12045,39,Private,132652,Some-college,10,Divorced,Adm-clerical,Own-child,White,Female,United-States,1
2258,22,Private,132652,11th,7,Separated,Other-service,Unmarried,White,Female,United-States,0
16805,17,Private,132652,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
5005,37,Local-gov,132652,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,0
8983,20,Federal-gov,132652,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,United-States,0
9509,50,Self-emp-inc,132652,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,United-States,1
2497,31,Private,132652,Bachelors,13,Separated,Prof-specialty,Unmarried,White,Female,United-States,0
6583,17,Self-emp-inc,132652,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States,0
5789,36,Self-emp-not-inc,132652,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,United-States,1
9839,33,Private,132652,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,United-States,0
8095,30,Private,132652,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,United-States,0
16745,17,Private,132652,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,0
657,23,Self-emp-not-inc,132652,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,0
6127,19,Private,132652,HS-grad,9,Never-married,Sales,Husband,White,Male,United-States,0
524,41,Private,132652,Some-college,10,Divorced,Exec-managerial,Unmarried,Black,Female,United-States,0
12140,36,Private,132652,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,United-States,0
2197,19,Private,132652,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Female,United-States,0
16064,24,Federal-gov,132652,HS-grad,9,Separated,Craft-repair,Other-relative,White,Male,United-States,0
5039,27,Private,132652,Some-college,9,Separated,Adm-clerical,Unmarried,White,Female,United-States,0
4466,19,Private,132652,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,United-States,0
5752,24,Private,132652,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,Black,Female,United-States,0
3531,22,Private,132652,Some-college,10,Never-married,Craft-repair,Other-relative,White,Male,United-States,0
11092,39,Federal-gov,132652,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
5132,26,Private,132652,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
1703,23,Private,132652,9th,5,Divorced,Exec-managerial,Unmarried,White,Female,United-States,0
4599,41,Private,132652,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,0
12608,19,Local-gov,132652,Some-college,10,Divorced,Adm-clerical,Own-child,White,Male,United-States,0
4483,20,Local-gov,132652,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
10366,19,Private,132652,11th,7,Never-married,Sales,Not-in-family,White,Male,United-States,0
7147,21,Private,132652,Some-college,10,Divorced,Adm-clerical,Own-child,White,Female,United-States,0
2864,50,Private,132652,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
1311,50,Local-gov,132652,Prof-school,14,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,0
16920,23,Self-emp-not-inc,132652,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
7295,19,Private,132652,11th,7,Never-married,Other-service,Own-child,White,Female,United-States,0
696,27,Local-gov,132652,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,United-States,0
14058,23,Private,132652,Bachelors,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,United-States,1
10841,31,Private,132652,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States,1
12859,17,Local-gov,132652,11th,7,Separated,Other-service,Unmarried,White,Female,United-States,0
10338,31,Private,132652,Bachelors,13,Divorced,Craft-repair,Not-in-family,White,Male,United-States,0
7332,28,Private,132652,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,United-States,0
12283,36,Private,132652,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
4190,19,Private,132652,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,United-States,0
40,36,Private,132652,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,0
